Date,TempHighF,TempLowF,DewPointHighF,DewPointLowF,HumidityHighPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityLowMiles,WindHighMPH,WindGustMPH,PrecipitationSumInches,Events
2015-10-29,81,51,64.0,49.0,96.0,35.0,29.97,29.83,10.0,10.0,12.0,18.0,0,
2014-10-01,92,76,73.0,63.0,88.0,47.0,29.87,29.72,10.0,10.0,10.0,18.0,0,
2015-08-05,101,78,75.0,64.0,85.0,33.0,30.02,29.85,10.0,10.0,13.0,21.0,0,
2014-08-05,97,73,71.0,64.0,87.0,35.0,30.06,29.93,10.0,8.0,13.0,22.0,0,
2014-12-09,69,43,49.0,42.0,100.0,39.0,30.38,30.24,10.0,2.0,8.0,11.0,0,
2016-03-22,78,45,58.0,40.0,86.0,47.0,30.22,29.92,10.0,10.0,17.0,31.0,0,
2016-01-31,86,58,58.0,36.0,93.0,17.0,29.87,29.73,10.0,10.0,12.0,19.0,0,
2016-04-04,83,53,53.0,38.0,66.0,30.0,30.21,30.1,10.0,10.0,12.0,18.0,0,
2013-12-30,44,35,31.0,21.0,75.0,45.0,30.44,30.26,10.0,10.0,13.0,21.0,0,
2017-05-12,88,63,70.0,50.0,93.0,29.0,29.96,29.83,10.0,4.0,14.0,25.0,0,Thunderstorm
2014-01-20,82,46,51.0,23.0,71.0,17.0,30.16,29.85,10.0,10.0,16.0,26.0,0,
2017-03-13,70,48,52.0,46.0,100.0,44.0,30.24,30.06,10.0,2.0,12.0,18.0,0.01,Rain
2015-11-12,71,56,41.0,27.0,51.0,20.0,30.26,30.02,10.0,10.0,16.0,27.0,0,
2017-02-11,86,66,67.0,62.0,93.0,48.0,30.05,29.91,10.0,5.0,12.0,21.0,0,
2016-06-24,93,75,74.0,71.0,94.0,52.0,30.1,29.94,10.0,10.0,13.0,20.0,0,
2014-11-20,70,44,63.0,43.0,100.0,70.0,30.17,30.02,10.0,7.233009708737864,12.0,16.0,0.01,"Fog , Rain"
2016-03-05,79,57,56.0,49.0,93.0,39.0,30.21,30.08,10.0,10.0,12.0,18.0,0,
2015-03-28,84,48,49.0,40.0,86.0,22.0,30.14,30.0,10.0,10.0,13.0,24.0,0,
2013-12-28,62,40,43.0,33.0,92.0,36.0,30.33,30.04,10.0,7.0,10.0,14.0,T,
2015-05-22,77,62,71.0,61.0,100.0,82.0,30.13,30.02,10.0,1.0,10.0,17.0,0.03,Rain
2014-07-06,95,72,73.0,66.0,100.0,44.0,30.1,29.91,10.0,3.0,13.0,20.0,0,
2014-10-13,76,61,72.0,46.0,87.0,38.0,30.04,29.65,10.0,2.0,20.0,36.0,0.09,"Rain , Thunderstorm"
2015-01-17,69,39,46.0,33.0,92.0,34.0,30.26,30.03,10.0,6.0,12.0,20.0,0,
2016-07-01,96,74,74.0,69.0,93.0,46.0,30.02,29.92,10.0,8.0,10.0,17.0,0,
2017-03-12,62,47,60.0,43.0,93.0,77.0,30.3,30.09,10.0,4.0,18.0,31.0,0.01,Rain
2017-02-17,77,50,60.0,41.0,93.0,41.0,29.98,29.73,10.0,10.0,13.0,22.0,0,
2016-06-11,93,76,75.0,72.0,88.0,56.0,30.07,29.92,10.0,5.0,12.0,19.0,0,
2016-02-02,72,51,36.0,23.0,37.0,18.0,29.94,29.68,10.0,5.0,16.0,23.0,0,
2015-05-15,77,67,71.0,65.0,100.0,74.0,30.04,29.86,10.0,1.0,13.0,20.0,0.36,"Rain , Thunderstorm"
2016-07-05,99,79,75.0,73.0,85.0,45.0,30.01,29.88,10.0,7.233009708737864,16.0,26.0,0,
2014-04-22,87,63,63.0,55.0,87.0,35.0,30.03,29.9,10.0,10.0,12.0,20.0,0,
2015-11-09,73,52,55.0,44.0,83.0,49.0,30.19,30.05,10.0,10.0,6.0,9.0,0,
2015-01-03,62,39,43.0,38.0,100.0,48.0,30.13,29.92,10.0,2.0,14.0,24.0,0.76,"Rain , Thunderstorm"
2014-01-28,39,27,19.0,7.0,69.0,27.0,30.51,30.27,10.0,10.0,15.0,23.0,0.05,Rain
2016-05-09,87,67,70.0,64.0,87.0,50.0,29.81,29.69,10.0,7.0,16.0,30.0,0,
2017-02-21,82,52,55.0,37.0,100.0,21.0,30.03,29.92,10.0,9.0,15.0,26.0,0,
2016-04-15,79,54,62.0,53.0,100.0,54.0,29.93,29.78,10.0,4.0,14.0,22.0,0,
2016-10-09,84,58,58.0,41.0,73.0,24.0,30.29,30.16,10.0,10.0,8.0,14.0,0,
2016-05-20,83,62,66.0,60.0,93.0,55.0,30.05,29.91,10.0,5.0,8.0,13.0,0,
2014-06-01,88,71,71.0,63.0,93.0,45.0,29.97,29.83,10.0,2.0,14.0,20.0,0,
2014-02-26,52,36,46.0,21.0,83.0,43.0,30.26,30.06,10.0,2.0,20.0,29.0,0.11,Rain
2014-04-24,88,67,66.0,44.0,87.0,38.0,29.91,29.76,10.0,9.0,16.0,26.0,0,
2015-06-25,93,73,74.0,70.0,100.0,52.0,30.13,29.96,10.0,10.0,12.0,17.0,0,
2013-12-25,58,41,44.0,36.0,86.0,56.0,30.41,30.27,10.0,7.0,10.0,16.0,T,
2017-04-27,86,53,64.0,44.0,84.0,31.0,29.84,29.6,10.0,10.0,15.0,26.0,0,
2016-04-14,77,54,58.0,53.0,100.0,50.0,30.07,29.91,10.0,7.233009708737864,10.0,17.0,0,Fog
2015-06-07,91,70,70.0,64.0,97.0,44.0,29.98,29.89,10.0,10.0,12.0,17.0,0,
2017-07-26,103,78,75.0,61.0,91.0,25.0,30.13,29.93,10.0,10.0,15.0,27.0,T,
2017-01-24,84,50,64.0,36.0,87.0,37.0,29.8,29.61,10.0,10.0,14.0,25.0,0,
2014-10-17,87,61,64.0,54.0,97.0,40.0,29.95,29.86,10.0,10.0,13.0,17.0,0,
2015-08-24,101,76,73.0,62.0,87.0,29.0,30.07,29.94,10.0,10.0,9.0,15.0,0,
2016-01-07,73,49,53.0,46.0,100.0,41.0,29.96,29.81,10.0,7.233009708737864,9.0,13.0,0,Fog
2014-10-04,80,59,53.0,41.0,72.0,29.0,30.23,29.98,10.0,10.0,9.0,14.0,0,
2016-01-08,66,44,57.0,43.0,100.0,72.0,29.86,29.69,10.0,2.0,13.0,18.0,0,Thunderstorm
2015-02-21,78,55,61.0,45.0,87.0,50.0,30.02,29.8,10.0,9.0,14.0,25.0,0,
2015-08-21,92,72,74.0,67.0,93.0,52.0,30.03,29.86,10.0,4.0,14.0,23.0,T,Rain
2016-05-02,70,57,54.0,49.0,80.0,55.0,30.15,29.97,10.0,10.0,15.0,25.0,T,"Rain , Thunderstorm"
2017-07-24,102,76,75.0,56.0,91.0,29.0,30.01,29.89,10.0,9.0,13.0,19.0,0.01,"Rain , Thunderstorm"
2016-07-14,101,77,74.0,71.0,88.0,40.0,30.06,29.87,10.0,10.0,17.0,24.0,0,
2016-07-28,97,75,76.0,71.0,94.0,46.0,30.04,29.92,10.0,8.0,22.0,30.0,0,Thunderstorm
2016-04-11,89,70,71.0,66.0,93.0,55.0,29.98,29.83,10.0,6.0,15.0,26.0,T,
2015-05-11,79,68,73.0,61.0,94.0,62.0,30.11,29.84,10.0,1.0,12.0,20.0,0.4,"Rain , Thunderstorm"
2014-12-12,71,59,58.0,56.0,90.0,66.0,30.3,30.18,10.0,9.0,12.0,17.0,T,Rain
2015-01-24,63,36,41.0,31.0,92.0,32.0,30.28,30.09,10.0,10.0,13.0,21.0,0,
2016-11-10,71,56,58.0,53.0,90.0,53.0,30.34,30.25,10.0,8.0,8.0,12.0,0,
2016-05-03,78,55,51.0,46.0,86.0,33.0,30.14,30.0,10.0,10.0,12.0,19.0,0,
2014-12-08,67,49,49.0,45.0,86.0,52.0,30.39,30.27,10.0,8.0,9.0,14.0,0,
2016-04-13,72,58,61.0,58.0,100.0,66.0,30.09,29.95,10.0,2.0,10.0,20.0,0.4,Rain
2017-04-20,88,70,68.0,65.0,90.0,55.0,30.07,29.91,10.0,10.0,12.0,20.0,0,
2016-12-08,52,36,44.0,20.0,83.0,52.0,30.68,30.27,10.0,9.0,21.0,32.0,0,
2015-11-19,79,46,51.0,41.0,86.0,32.0,30.15,29.97,10.0,10.0,8.0,11.0,0,
2015-09-25,96,72,67.0,60.0,79.0,36.0,30.04,29.93,10.0,10.0,12.0,19.0,T,"Rain , Thunderstorm"
2016-04-05,82,53,55.0,40.0,66.0,33.0,30.22,30.03,10.0,10.0,15.0,25.0,0,
2015-10-19,86,54,53.0,38.0,67.0,25.0,30.27,30.09,10.0,10.0,12.0,18.0,0,
2016-05-25,86,77,77.0,73.0,88.0,74.0,30.03,29.9,10.0,5.0,13.0,22.0,0,
2014-09-07,89,74,74.0,69.0,100.0,55.0,30.09,29.94,10.0,2.0,8.0,13.0,0.22,"Rain , Thunderstorm"
2017-01-01,73,53,60.0,39.0,97.0,43.0,29.93,29.79,10.0,7.233009708737864,7.0,21.37338403041825,0,Fog
2014-11-19,69,33,45.0,23.0,86.0,42.0,30.4,30.17,10.0,10.0,13.0,22.0,0,
2014-05-23,84,71,71.0,62.0,84.0,54.0,30.09,29.96,10.0,7.233009708737864,14.0,20.0,0.19,"Fog , Rain"
2015-01-21,56,50,53.0,42.0,96.0,71.0,30.15,30.03,10.0,1.0,10.0,17.0,0.16,Rain
2016-02-16,82,43,47.0,32.0,71.0,26.0,30.09,29.92,10.0,10.0,12.0,19.0,0,
2015-05-06,87,71,71.0,68.0,93.0,55.0,29.97,29.81,10.0,3.0,14.0,23.0,0.01,Rain
2016-03-16,81,61,67.0,42.0,84.0,37.0,30.02,29.88,10.0,5.0,13.0,17.0,0,
2017-07-07,99,75,74.0,65.0,88.0,33.0,30.13,29.98,10.0,10.0,15.0,27.0,0.02,"Rain , Thunderstorm"
2016-06-14,94,78,76.0,73.0,85.0,56.0,29.93,29.79,10.0,8.0,12.0,21.0,0,
2015-12-12,75,70,70.0,65.0,90.0,79.0,29.84,29.63,10.0,6.0,17.0,29.0,0.01,Rain
2014-12-29,67,30,42.0,29.0,92.0,43.0,30.21,30.06,10.0,10.0,10.0,15.0,0,
2016-04-24,79,63,67.0,58.0,93.0,64.0,29.96,29.78,10.0,10.0,13.0,20.0,T,
2015-08-03,99,75,69.0,60.0,79.0,29.0,29.9,29.82,10.0,10.0,13.0,17.0,0,
2014-10-29,81,65,63.0,60.0,81.0,54.0,30.16,30.06,10.0,10.0,10.0,14.0,0,
2016-03-25,73,41,46.0,39.0,89.0,31.0,30.03,29.83,10.0,10.0,12.0,19.0,0,
2015-08-11,105,75,61.515243902439025,50.93368902439025,87.87243735763099,44.958997722095674,30.112203647416415,29.931892097264434,9.99158377964805,7.233009708737864,13.231586940015186,21.37338403041825,0,
2014-02-01,76,55,62.0,41.0,81.0,60.0,29.91,29.75,10.0,9.0,14.0,26.0,T,Rain
2016-10-12,91,61,72.0,57.0,84.0,47.0,30.11,29.97,10.0,10.0,10.0,17.0,0,
2015-09-27,95,67,67.0,52.0,76.0,24.0,29.94,29.8,10.0,10.0,13.0,22.0,0,
2017-05-01,91,51,56.0,42.0,77.0,23.0,29.99,29.85,10.0,10.0,14.0,23.0,0,
2017-01-20,76,47,55.0,46.0,93.0,38.0,29.84,29.65,10.0,5.0,8.0,11.0,0,
2014-01-18,70,37,41.0,23.0,59.0,31.0,30.26,30.1,10.0,10.0,12.0,19.0,0,
2015-05-27,85,67,75.0,64.0,94.0,69.0,30.1,29.95,10.0,6.0,12.0,18.0,T,"Rain , Thunderstorm"
2017-01-18,56,47,52.0,46.0,100.0,86.0,30.13,29.99,10.0,2.0,9.0,14.0,0.51,"Rain , Thunderstorm"
2016-01-22,54,37,30.0,28.0,70.0,41.0,30.38,30.22,10.0,10.0,18.0,26.0,0,
2017-03-29,84,60,68.0,42.0,100.0,24.0,29.89,29.64,10.0,1.0,15.0,27.0,0.73,"Rain , Thunderstorm"
2014-05-10,91,60,66.0,58.0,97.0,44.0,29.92,29.75,10.0,5.0,16.0,23.0,0,
2017-07-25,103,78,75.0,63.0,91.0,31.0,30.11,29.95,10.0,9.0,15.0,24.0,0,
2015-11-25,74,62,64.0,58.0,93.0,61.0,30.11,30.02,10.0,5.0,14.0,22.0,T,Rain
2016-12-30,55,49,34.0,18.0,48.0,27.0,30.51,30.09,10.0,10.0,12.0,16.0,T,
2017-03-19,85,65,65.0,59.0,93.0,44.0,30.28,30.12,10.0,9.0,12.0,21.0,0,
2015-02-01,73,44,61.0,30.0,100.0,53.0,30.27,29.88,10.0,4.0,17.0,28.0,0.02,Rain
2014-05-28,84,68,68.0,62.0,97.0,51.0,29.94,29.83,10.0,2.0,14.0,22.0,0,
2016-07-22,102,76,73.0,65.0,87.0,31.0,30.08,29.93,10.0,10.0,12.0,17.0,0,
2014-06-07,92,74,72.0,67.0,93.0,49.0,29.97,29.81,10.0,10.0,14.0,26.0,0,
2014-05-06,87,65,64.0,57.0,87.0,45.0,29.87,29.72,10.0,10.0,17.0,29.0,0,
2016-12-12,67,46,52.0,41.0,93.0,52.0,30.12,29.96,10.0,10.0,10.0,17.0,0,
2017-03-21,85,63,63.0,59.0,93.0,47.0,30.14,29.98,10.0,8.0,13.0,23.0,0,
2016-02-11,83,52,47.0,30.0,52.0,20.0,30.17,30.04,10.0,10.0,13.0,20.0,0,
2015-03-11,59,54,51.0,49.0,86.0,72.0,30.26,30.14,10.0,10.0,13.0,20.0,0,
2017-07-20,103,77,75.0,61.0,85.0,27.0,30.12,29.93,10.0,10.0,14.0,22.0,0,
2015-10-21,86,72,70.0,65.0,90.0,51.0,30.13,29.98,10.0,9.0,16.0,24.0,T,Rain
2016-01-03,62,41,43.0,32.0,96.0,43.0,30.36,30.22,10.0,10.0,9.0,14.0,T,Rain
2014-09-19,86,74,75.0,71.0,100.0,69.0,29.95,29.84,10.0,2.0,10.0,14.0,0.13,Rain
2017-05-18,94,73,73.0,65.0,94.0,49.0,29.82,29.66,10.0,5.0,20.0,33.0,T,
2015-05-24,82,64,70.0,63.0,93.0,69.0,29.95,29.81,10.0,5.0,8.0,17.0,0.76,Rain
2016-03-14,92,54,63.0,41.0,73.0,23.0,29.87,29.71,10.0,10.0,14.0,26.0,0,
2016-03-18,79,56,69.0,51.0,100.0,69.0,30.01,29.73,10.0,2.0,17.0,25.0,0.07,"Rain , Thunderstorm"
2015-01-02,43,38,41.0,37.0,100.0,89.0,30.19,29.96,10.0,2.0,12.0,18.0,0.2,"Rain , Thunderstorm"
2015-12-25,70,51,66.0,43.0,93.0,61.0,30.04,29.84,10.0,6.0,9.0,17.0,0,
2015-05-03,84,58,62.0,55.0,93.0,40.0,30.03,29.93,10.0,10.0,15.0,23.0,0,
2015-08-27,98,74,72.0,56.0,87.0,25.0,30.07,29.94,10.0,10.0,12.0,18.0,0,
2017-05-19,95,75,71.0,67.0,87.0,41.0,29.81,29.68,10.0,10.0,18.0,28.0,0,
2017-07-19,101,77,74.0,63.0,88.0,31.0,30.17,29.99,10.0,10.0,18.0,29.0,0,
2017-02-23,90,55,60.0,42.0,73.0,26.0,29.73,29.52,10.0,10.0,15.0,25.0,0,
2016-10-16,94,75,72.0,64.0,87.0,44.0,30.04,29.85,10.0,10.0,14.0,20.0,0,
2017-07-15,103,71,73.0,63.0,100.0,29.0,30.07,29.94,10.0,2.0,23.0,35.0,0.16,"Rain , Thunderstorm"
2015-10-28,82,58,54.0,45.0,78.0,28.0,29.91,29.77,10.0,10.0,18.0,31.0,0,
2016-11-09,65,60,62.0,58.0,100.0,87.0,30.29,30.18,10.0,1.0,10.0,17.0,0.17,Rain
2014-03-28,89,63,67.0,49.0,90.0,37.0,30.0,29.7,10.0,2.0,18.0,27.0,0,Thunderstorm
2015-10-14,96,60,49.0,35.0,60.0,12.0,30.1,29.98,10.0,5.0,9.0,15.0,0,
2014-04-28,93,66,69.0,25.0,67.0,10.0,29.7,29.55,10.0,7.0,14.0,22.0,0,
2016-05-29,88,70,74.0,66.0,100.0,55.0,30.09,29.95,10.0,3.0,14.0,21.0,0.18,"Rain , Thunderstorm"
2017-03-11,66,61,64.0,59.0,100.0,87.0,30.14,30.01,10.0,1.0,9.0,15.0,0.73,Rain
2016-04-28,87,63,73.0,56.0,93.0,48.0,29.88,29.72,10.0,2.0,15.0,25.0,T,
2015-09-04,100,75,74.0,66.0,88.0,35.0,29.97,29.83,10.0,10.0,14.0,23.0,0,
2015-06-18,90,73,75.0,70.0,100.0,64.0,30.02,29.89,10.0,7.0,12.0,21.0,0,Thunderstorm
2015-01-04,51,35,41.0,22.0,100.0,38.0,30.69,30.16,10.0,10.0,16.0,26.0,0,
2015-11-24,64,47,58.0,42.0,80.0,67.0,30.24,30.07,10.0,10.0,9.0,16.0,0,
2016-07-09,99,78,76.0,69.0,91.0,39.0,30.07,29.89,10.0,8.0,13.0,23.0,0,
2014-07-12,98,71,71.0,56.0,93.0,25.0,30.19,30.01,10.0,7.0,13.0,20.0,0,
2014-11-29,73,56,61.0,52.0,93.0,57.0,30.07,29.95,10.0,10.0,16.0,31.0,0,
2017-01-27,58,38,30.0,21.0,70.0,26.0,30.42,30.29,10.0,10.0,13.0,19.0,0,
2015-10-06,90,63,56.0,49.0,63.0,24.0,30.15,30.01,10.0,10.0,8.0,12.0,0,
2017-05-05,86,55,48.0,38.0,67.0,20.0,30.11,29.93,10.0,10.0,13.0,20.0,0,
2015-05-23,87,66,74.0,66.0,100.0,65.0,30.11,29.9,10.0,7.233009708737864,18.0,32.0,1.41,"Fog , Rain , Thunderstorm"
2016-06-26,95,76,76.0,69.0,100.0,46.0,30.15,29.99,10.0,5.0,13.0,19.0,0,
2016-02-08,65,46,33.0,14.0,58.0,15.0,30.45,30.21,10.0,10.0,17.0,29.0,0,
2014-08-12,100,73,73.0,53.0,94.0,29.0,30.05,29.92,10.0,10.0,12.0,17.0,0,
2015-04-23,85,68,72.0,66.0,100.0,69.0,29.94,29.82,10.0,1.0,10.0,16.0,0,
2014-08-15,101,75,74.0,60.0,88.0,27.0,30.05,29.82,10.0,10.0,13.0,19.0,0,
2015-06-23,92,75,76.0,71.0,94.0,52.0,30.18,30.04,10.0,10.0,13.0,20.0,0,Thunderstorm
2016-09-04,93,75,75.0,71.0,94.0,52.0,30.04,29.89,10.0,6.0,13.0,19.0,0.01,"Rain , Thunderstorm"
2015-01-25,73,40,40.0,29.0,85.0,20.0,30.2,30.02,10.0,10.0,13.0,20.0,0,
2016-06-03,85,65,70.0,63.0,93.0,55.0,29.95,29.8,10.0,1.0,10.0,16.0,1.61,"Rain , Thunderstorm"
2015-07-14,97,74,72.0,62.0,87.0,34.0,29.94,29.81,10.0,10.0,10.0,18.0,0,
2016-06-25,88,77,78.0,72.0,94.0,68.0,30.09,29.99,10.0,7.0,10.0,16.0,0.02,"Rain , Thunderstorm"
2014-08-10,101,77,74.0,61.0,88.0,27.0,30.01,29.87,10.0,10.0,13.0,19.0,0,
2016-02-23,61,47,58.0,36.0,93.0,59.0,30.06,29.59,10.0,1.0,23.0,37.0,1.33,"Rain , Thunderstorm"
2015-11-03,80,57,62.0,55.0,100.0,47.0,30.08,29.95,10.0,7.233009708737864,10.0,14.0,0,Fog
2015-03-08,54,47,51.0,37.0,100.0,38.0,30.29,30.06,10.0,1.0,12.0,16.0,0.45,Rain
2017-05-16,86,70,69.0,65.0,90.0,57.0,29.89,29.7,10.0,10.0,20.0,32.0,0,
2015-12-09,76,47,50.0,41.0,93.0,29.0,30.07,29.92,10.0,8.0,8.0,13.0,0,
2016-02-25,69,38,34.0,27.0,79.0,26.0,30.44,30.21,10.0,10.0,13.0,19.0,0,
2014-03-29,77,51,48.0,30.0,68.0,18.0,30.28,30.04,10.0,10.0,13.0,21.0,0,
2015-05-19,89,74,75.0,69.0,87.0,59.0,30.06,29.86,10.0,5.0,17.0,28.0,T,Rain
2017-07-16,99,68,71.0,65.0,100.0,33.0,29.99,29.84,10.0,6.0,12.0,24.0,0,
2015-05-16,87,67,73.0,65.0,97.0,61.0,29.91,29.77,10.0,6.0,18.0,30.0,0,
2014-04-12,85,65,63.0,60.0,87.0,44.0,29.99,29.8,10.0,9.0,20.0,30.0,0,
2017-06-06,92,70,70.0,60.0,97.0,36.0,29.88,29.78,10.0,10.0,14.0,25.0,0,
2014-07-26,98,76,74.0,67.0,94.0,38.0,30.01,29.88,10.0,8.0,15.0,25.0,0,
2014-12-16,63,46,36.0,32.0,60.0,34.0,30.37,30.19,10.0,10.0,14.0,20.0,0,
2015-07-02,91,70,73.0,69.0,100.0,56.0,30.04,29.91,10.0,6.0,16.0,29.0,T,
2015-05-04,84,66,66.0,59.0,93.0,49.0,30.1,29.96,10.0,4.0,16.0,26.0,0,
2017-07-01,98,79,76.0,66.0,85.0,38.0,30.13,29.92,10.0,6.0,15.0,24.0,T,
2016-07-12,100,77,74.0,69.0,88.0,39.0,29.96,29.87,10.0,10.0,17.0,28.0,0,
2014-08-03,94,71,69.0,65.0,84.0,39.0,30.08,29.92,10.0,9.0,13.0,19.0,0,
2017-01-26,59,40,30.0,24.0,64.0,28.0,30.37,30.17,10.0,10.0,10.0,14.0,0,
2017-04-30,78,52,54.0,35.0,63.0,22.0,29.98,29.81,10.0,7.0,18.0,33.0,0.05,"Rain , Thunderstorm"
2015-01-22,52,41,51.0,38.0,100.0,82.0,30.27,29.98,10.0,1.0,20.0,32.0,2.07,Rain
2015-06-14,86,72,76.0,71.0,100.0,74.0,29.94,29.84,10.0,7.233009708737864,13.0,22.0,1.34,"Fog , Rain , Thunderstorm"
2014-11-14,45,30,23.0,12.0,58.0,30.0,30.5,30.3,10.0,10.0,8.0,11.0,0,
2016-02-24,65,42,38.0,23.0,76.0,21.0,30.28,30.06,10.0,10.0,18.0,28.0,0,
2016-04-17,78,64,71.0,63.0,97.0,82.0,29.99,29.85,10.0,7.233009708737864,16.0,25.0,1.34,"Fog , Rain , Thunderstorm"
2017-06-13,98,76,73.0,68.0,88.0,38.0,29.94,29.8,10.0,10.0,18.0,27.0,0,
2014-03-24,66,50,47.0,38.0,72.0,44.0,30.24,30.03,10.0,10.0,10.0,15.0,0,
2014-07-22,96,76,74.0,68.0,94.0,42.0,30.08,29.95,10.0,8.0,8.0,14.0,0,
2016-01-30,77,46,56.0,39.0,84.0,33.0,29.94,29.79,10.0,10.0,14.0,25.0,0,
2014-11-23,81,53,57.0,39.0,100.0,23.0,29.84,29.51,10.0,10.0,16.0,27.0,0,
2016-03-03,83,62,64.0,33.0,87.0,18.0,30.13,29.83,10.0,9.0,17.0,28.0,0,
2014-07-21,96,77,76.0,70.0,94.0,46.0,30.05,29.9,10.0,5.0,10.0,20.0,0,
2015-08-31,97,74,72.0,61.0,87.0,30.0,30.06,29.9,10.0,10.0,16.0,24.0,0,
2014-01-26,76,43,45.0,33.0,76.0,27.0,30.0,29.69,10.0,10.0,12.0,20.0,0,
2014-04-05,65,54,46.0,33.0,60.0,36.0,30.08,29.88,10.0,10.0,10.0,17.0,T,
2014-12-18,60,49,56.0,48.0,100.0,84.0,30.14,30.06,10.0,1.0,12.0,17.0,T,
2016-04-19,81,62,67.0,61.0,100.0,58.0,30.12,29.94,10.0,1.0,8.0,13.0,0,
2016-01-16,64,43,43.0,33.0,76.0,46.0,30.19,29.78,10.0,10.0,20.0,29.0,T,Rain
2016-01-18,59,36,38.0,33.0,92.0,47.0,30.42,30.25,10.0,10.0,8.0,12.0,0,
2014-12-21,56,50,52.0,46.0,93.0,72.0,30.18,29.85,10.0,5.0,10.0,20.0,0,
2016-04-25,88,70,73.0,67.0,93.0,59.0,29.85,29.66,10.0,6.0,15.0,25.0,0,Thunderstorm
2017-01-08,53,21,32.0,11.0,81.0,19.0,30.78,30.49,10.0,10.0,14.0,22.0,0,
2017-07-28,105,76,71.0,55.0,87.0,20.0,29.97,29.81,10.0,10.0,14.0,20.0,0,
2015-07-09,93,76,74.0,66.0,88.0,41.0,30.09,29.97,10.0,6.0,16.0,24.0,0,
2014-08-27,98,76,72.0,56.0,87.0,29.0,30.06,29.88,10.0,10.0,10.0,17.0,0,
2015-04-11,70,59,66.0,53.0,100.0,72.0,30.12,29.96,10.0,1.0,7.0,12.0,T,Rain
2016-02-10,74,38,36.0,30.0,82.0,25.0,30.41,30.17,10.0,10.0,9.0,16.0,0,
2015-03-20,71,57,67.0,55.0,93.0,84.0,30.15,29.98,10.0,7.233009708737864,15.0,22.0,1.17,"Fog , Rain"
